Name,Price,Description,Stock,Categories,Tags
Carracosta,£158.00,"It could knock out a foe with a slap from one of its developed front appendages and chew it up, shell or bones and all.",11 in stock,"['Pokemon', 'Prototurtle']","['carracosta', 'Prototurtle', 'Sturdy']"
Archen,£140.00,"Said to be an ancestor of bird Pokémon, they were unable to fly and moved about by hopping from one branch to another.",267 in stock,"['First Bird', 'Pokemon']","['archen', 'Defeatist', 'First Bird']"
Archeops,£126.00,It runs better than it flies. It takes off into the sky by running at a speed of 25 mph.,181 in stock,"['First Bird', 'Pokemon']","['archeops', 'Defeatist', 'First Bird']"
Trubbish,£169.00,Inhaling the gas they belch will make you sleep for a week. They prefer unsanitary places.,229 in stock,"['Pokemon', 'Trash Bag']","['Stench', 'Trash Bag', 'trubbish']"
Garbodor,£178.00,Consuming garbage makes new kinds of poison gases and liquids inside their bodies.,73 in stock,"['Pokemon', 'Trash Heap']","['garbodor', 'Stench', 'Trash Heap']"
Zorua,£81.00,"To protect themselves from danger, they hide their true identities by transforming into people and Pokémon.",245 in stock,"['Pokemon', 'Tricky Fox']","['Illusion', 'Tricky Fox', 'zorua']"
Minccino,£79.00,"These Pokémon prefer a tidy habitat. They are always sweeping and dusting, using their tails as brooms.",213 in stock,"['Chinchilla', 'Pokemon']","['Chinchilla', 'Cute Charm', 'minccino']"
Cinccino,£154.00,"Cinccino’s body is coated in a special oil that helps it deflect attacks, such as punches.",159 in stock,"['Pokemon', 'Scarf']","['cinccino', 'Cute Charm', 'Scarf']"
Gothita,£68.00,"They intently observe both Trainers and Pokémon. Apparently, they are looking at something that only Gothita can see.",185 in stock,"['Fixation', 'Pokemon']","['Fixation', 'Frisk', 'gothita']"
Gothorita,£189.00,"According to many old tales, it creates friends for itself by controlling sleeping children on starry nights.",148 in stock,"['Manipulate', 'Pokemon']","['Frisk', 'gothorita', 'Manipulate']"
Gothitelle,£164.00,They can predict the future from the placement and movement of the stars. They can see Trainers’ life spans.,52 in stock,"['Astral Body', 'Pokemon']","['Astral Body', 'Frisk', 'gothitelle']"
Solosis,£134.00,They drive away attackers by unleashing psychic power. They can use telepathy to talk with others.,226 in stock,"['Cell', 'Pokemon']","['Cell', 'Magic Guard', 'solosis']"
Duosion,£71.00,"When their two divided brains think the same thoughts, their psychic power is maximized.",183 in stock,"['Mitosis', 'Pokemon']","['duosion', 'Magic Guard', 'Mitosis']"
Reuniclus,£168.00,"When Reuniclus shake hands, a network forms between their brains, increasing their psychic power.",193 in stock,"['Multiplying', 'Pokemon']","['Magic Guard', 'Multiplying', 'reuniclus']"
Ducklett,£159.00,"They are better at swimming than flying, and they happily eat their favorite food, peat moss, as they dive underwater.",275 in stock,"['Pokemon', 'Water Bird']","['ducklett', 'Keen Eye', 'Water Bird']"
Swanna,£36.00,Swanna start to dance at dusk. The one dancing in the middle is the leader of the flock.,238 in stock,"['Pokemon', 'White Bird']","['Keen Eye', 'swanna', 'White Bird']"
Vanillite,£108.00,This Pokémon formed from icicles bathed in energy from the morning sun. It sleeps buried in snow.,284 in stock,"['Fresh Snow', 'Pokemon']","['Fresh Snow', 'Ice Body', 'vanillite']"
Vanillish,£93.00,"Snowy mountains are this Pokémon’s habitat. During an ancient ice age, they moved to southern areas.",218 in stock,"['Icy Snow', 'Pokemon']","['Ice Body', 'Icy Snow', 'vanillish']"
Vanilluxe,£89.00,"Swallowing large amounts of water, they make snow clouds inside their bodies and, when angry, cause violent blizzards.",30 in stock,"['Pokemon', 'Snowstorm']","['Ice Body', 'Snowstorm', 'vanilluxe']"
Deerling,£141.00,The turning of the seasons changes the color and scent of this Pokémon’s fur. People use it to mark the seasons.,159 in stock,"['Pokemon', 'Season']","['Chlorophyll', 'deerling', 'Season']"
Sawsbuck,£76.00,"They migrate according to the seasons, so some people call Sawsbuck the harbingers of spring.",299 in stock,"['Pokemon', 'Season']","['Chlorophyll', 'sawsbuck', 'Season']"
Karrablast,£41.00,For some reason they evolve when they receive electrical energy while they are attacking Shelmet.,296 in stock,"['Clamping', 'Pokemon']","['Clamping', 'karrablast', 'Shed Skin']"
Escavalier,£189.00,These Pokémon evolve by wearing the shell covering of a Shelmet. The steel armor protects their whole body.,281 in stock,"['Cavalry', 'Pokemon']","['Cavalry', 'escavalier', 'Swarm']"
Foongus,£129.00,"It lures Pokémon with its pattern that looks just like a Poké Ball, then releases poison spores.",225 in stock,"['Mushroom', 'Pokemon']","['Effect Spore', 'foongus', 'Mushroom']"
Frillish,£63.00,"If its veil-like arms stun and wrap a foe, that foe will be dragged miles below the surface, never to return.",32 in stock,"['Floating', 'Pokemon']","['Floating', 'frillish', 'Water Absorb']"
Jellicent,£114.00,"The fate of the ships and crew that wander into Jellicent’s habitat: all sunken, all lost, all vanished.",216 in stock,"['Floating', 'Pokemon']","['Floating', 'jellicent', 'Water Absorb']"
Alomomola,£35.00,It gently holds injured and weak Pokémon in its fins. Its special membrane heals their wounds.,296 in stock,"['Caring', 'Pokemon']","['alomomola', 'Caring', 'Hydration']"
Joltik,£59.00,"They attach themselves to large-bodied Pokémon and absorb static electricity, which they store in an electric pouch.",137 in stock,"['Attaching', 'Pokemon']","['Attaching', 'Compound Eyes', 'joltik']"
Galvantula,£57.00,"When attacked, they create an electric barrier by spitting out many electrically charged threads.",61 in stock,"['EleSpider', 'Pokemon']","['Compound Eyes', 'EleSpider', 'galvantula']"
Ferroseed,£81.00,It absorbs the iron it finds in the rock while clinging to the ceiling. It shoots spikes when in danger.,149 in stock,"['Pokemon', 'Thorn Seed']","['ferroseed', 'Iron Barbs', 'Thorn Seed']"
Ferrothorn,£182.00,"They attach themselves to cave ceilings, firing steel spikes at targets passing beneath them.",74 in stock,"['Pokemon', 'Thorn Pod']","['ferrothorn', 'Iron Barbs', 'Thorn Pod']"
Klink,£75.00,The two minigears that mesh together are predetermined. Each will rebound from other minigears without meshing.,84 in stock,"['Gear', 'Pokemon']","['Gear', 'klink', 'Plus']"
Klang,£162.00,"A minigear and big gear comprise its body. If the minigear it launches at a foe doesn’t return, it will die.",114 in stock,"['Gear', 'Pokemon']","['Gear', 'klang', 'Plus']"
Klinklang,£178.00,Its red core functions as an energy tank. It fires the charged energy through its spikes into an area.,87 in stock,"['Gear', 'Pokemon']","['Gear', 'klinklang', 'Plus']"
Tynamo,£82.00,"One alone can emit only a trickle of electricity, so a group of them gathers to unleash a powerful electric shock.",46 in stock,"['EleFish', 'Pokemon']","['EleFish', 'Levitate', 'tynamo']"
Eelektrik,£198.00,"These Pokémon have a big appetite. When they spot their prey, they attack it and paralyze it with electricity.",150 in stock,"['EleFish', 'Pokemon']","['eelektrik', 'EleFish', 'Levitate']"
Eelektross,£123.00,They crawl out of the ocean using their arms. They will attack prey on shore and immediately drag it into the ocean.,111 in stock,"['EleFish', 'Pokemon']","['eelektross', 'EleFish', 'Levitate']"
Elgyem,£107.00,Rumors of its origin are linked to a UFO crash site in the desert 50 years ago.,111 in stock,"['Cerebral', 'Pokemon']","['Cerebral', 'elgyem', 'Synchronize']"
Beheeyem,£34.00,It uses psychic power to control an opponent’s brain and tamper with its memories.,68 in stock,"['Cerebral', 'Pokemon']","['beheeyem', 'Cerebral', 'Synchronize']"
Litwick,£37.00,"Litwick shines a light that absorbs the life energy of people and Pokémon, which becomes the fuel that it burns.",76 in stock,"['Candle', 'Pokemon']","['Candle', 'Flash Fire', 'litwick']"
Lampent,£157.00,It arrives near the moment of death and steals spirit from the body.,48 in stock,"['Lamp', 'Pokemon']","['Flash Fire', 'Lamp', 'lampent']"
Axew,£123.00,"They mark their territory by leaving gashes in trees with their tusks. If a tusk breaks, a new one grows in quickly.",142 in stock,"['Pokemon', 'Tusk']","['axew', 'Rivalry', 'Tusk']"
Fraxure,£64.00,"A broken tusk will not grow back, so it diligently sharpens its tusks on river rocks after the end of a battle.",234 in stock,"['Axe Jaw', 'Pokemon']","['Axe Jaw', 'fraxure', 'Rivalry']"
Haxorus,£135.00,Their sturdy tusks will stay sharp even if used to cut steel beams. These Pokémon are covered in hard armor.,239 in stock,"['Axe Jaw', 'Pokemon']","['Axe Jaw', 'haxorus', 'Rivalry']"
Cubchoo,£62.00,"Their snot is a barometer of health. When healthy, their snot is sticky and the power of their ice moves increases.",45 in stock,"['Chill', 'Pokemon']","['Chill', 'cubchoo', 'Snow Cloak']"
Beartic,£28.00,It freezes its breath to create fangs and claws of ice to fight with. Cold northern areas are its habitat.,272 in stock,"['Freezing', 'Pokemon']","['beartic', 'Freezing', 'Snow Cloak']"
Cryogonal,£72.00,"They are composed of ice crystals. They capture prey with chains of ice, freezing the prey at -148 degrees Fahrenheit.",203 in stock,"['Crystallizing', 'Pokemon']","['cryogonal', 'Crystallizing', 'Levitate']"
Shelmet,£190.00,It evolves when bathed in an electric-like energy along with Karrablast. The reason is still unknown.,131 in stock,"['Pokemon', 'Snail']","['Hydration', 'shelmet', 'Snail']"
Accelgor,£129.00,"When its body dries out, it weakens. So, to prevent dehydration, it wraps itself in many layers of thin membrane.",124 in stock,"['Pokemon', 'Shell Out']","['accelgor', 'Hydration', 'Shell Out']"
Stunfisk,£67.00,"It conceals itself in the mud of the seashore. Then it waits. When prey touch it, it delivers a jolt of electricity.",288 in stock,"['Pokemon', 'Trap']","['Static', 'stunfisk', 'Trap']"
Mienfoo,£197.00,"In fights, they dominate with onslaughts of flowing, continuous attacks. With their sharp claws, they cut enemies.",82 in stock,"['Martial Arts', 'Pokemon']","['Inner Focus', 'Martial Arts', 'mienfoo']"
Mienshao,£50.00,"Using the long fur on its arms like whips, it launches into combo attacks that, once started, no one can stop.",253 in stock,"['Martial Arts', 'Pokemon']","['Inner Focus', 'Martial Arts', 'mienshao']"
Druddigon,£110.00,"It warms its body by absorbing sunlight with its wings. When its body temperature falls, it can no longer move.",266 in stock,"['Cave', 'Pokemon']","['Cave', 'druddigon', 'Rough Skin']"
Golett,£89.00,Ancient science fashioned this Pokémon from clay. It’s been active for thousands of years.,274 in stock,"['Automaton', 'Pokemon']","['Automaton', 'golett', 'Iron Fist']"
Golurk,£74.00,It flies across the sky at Mach speeds. Removing the seal on its chest makes its internal energy go out of control.,133 in stock,"['Automaton', 'Pokemon']","['Automaton', 'golurk', 'Iron Fist']"
Pawniard,£37.00,"Ignoring their injuries, groups attack by sinking the blades that cover their bodies into their prey.",58 in stock,"['Pokemon', 'Sharp Blade']","['Inner Focus', 'pawniard', 'Sharp Blade']"
Bisharp,£129.00,Bisharp pursues prey in the company of a large group of Pawniard. Then Bisharp finishes off the prey.,255 in stock,"['Pokemon', 'Sword Blade']","['bisharp', 'Inner Focus', 'Sword Blade']"
Bouffalant,£59.00,"Their fluffy fur absorbs damage, even if they strike foes with a fierce headbutt.",201 in stock,"['Bash Buffalo', 'Pokemon']","['Bash Buffalo', 'bouffalant', 'Reckless']"
Rufflet,£60.00,"They will challenge anything, even strong opponents, without fear. Their frequent fights help them become stronger.",194 in stock,"['Eaglet', 'Pokemon']","['Eaglet', 'Keen Eye', 'rufflet']"
Braviary,£83.00,They fight for their friends without any thought about danger to themselves. One can carry a car while flying.,262 in stock,"['Pokemon', 'Valiant']","['braviary', 'Keen Eye', 'Valiant']"
Vullaby,£61.00,Their wings are too tiny to allow them to fly. They guard their posteriors with bones that were gathered by Mandibuzz.,16 in stock,"['Diapered', 'Pokemon']","['Big Pecks', 'Diapered', 'vullaby']"
Mandibuzz,£89.00,"Watching from the sky, they swoop to strike weakened Pokémon on the ground. They decorate themselves with bones.",296 in stock,"['Bone Vulture', 'Pokemon']","['Big Pecks', 'Bone Vulture', 'mandibuzz']"
Heatmor,£81.00,"It draws in air through its tail, transforms it into fire, and uses it like a tongue. It melts Durant and eats them.",299 in stock,"['Anteater', 'Pokemon']","['Anteater', 'Flash Fire', 'heatmor']"
Durant,£28.00,"They attack in groups, covering themselves in steel armor to protect themselves from Heatmor.",272 in stock,"['Iron Ant', 'Pokemon']","['durant', 'Iron Ant', 'Swarm']"
Deino,£63.00,"Lacking sight, it’s unaware of its surroundings, so it bumps into things and eats anything that moves.",40 in stock,"['Irate', 'Pokemon']","['deino', 'Hustle', 'Irate']"
Zweilous,£199.00,"After it has eaten up all the food in its territory, it moves to another area. Its two heads do not get along.",69 in stock,"['Hostile', 'Pokemon']","['Hostile', 'Hustle', 'zweilous']"
Hydreigon,£86.00,"It responds to movement by attacking. This scary, three-headed Pokémon devours everything in its path!",299 in stock,"['Brutal', 'Pokemon']","['Brutal', 'hydreigon', 'Levitate']"
Volcarona,£94.00,"When volcanic ash darkened the atmosphere, it is said that Volcarona’s fire provided a replacement for the sun.",57 in stock,"['Pokemon', 'Sun']","['Flame Body', 'sun', 'volcarona']"
Cobalion,£111.00,It has a body and heart of steel. It worked with its allies to punish people when they hurt Pokémon.,94 in stock,"['Iron Will', 'Pokemon']","['cobalion', 'Iron Will', 'Justified']"
Terrakion,£87.00,"Spoken of in legend, this Pokémon used its phenomenal power to destroy a castle in its effort to protect Pokémon.",136 in stock,"['Cavern', 'Pokemon']","['Cavern', 'Justified', 'terrakion']"
Virizion,£156.00,Legends say this Pokémon confounded opponents with its swift movements.,161 in stock,"['Grassland', 'Pokemon']","['Grassland', 'Justified', 'virizion']"
Reshiram,£147.00,"When Reshiram’s tail flares, the heat energy moves the atmosphere and changes the world’s weather.",235 in stock,"['Pokemon', 'Vast White']","['reshiram', 'Turboblaze', 'Vast White']"
Zekrom,£135.00,"Concealing itself in lightning clouds, it flies throughout the Unova region. It creates electricity in its tail.",253 in stock,"['Deep Black', 'Pokemon']","['Deep Black', 'Teravolt', 'zekrom']"
Genesect,£173.00,This Pokémon existed 300 million years ago. Team Plasma altered it and attached a cannon to its back.,30 in stock,"['Paleozoic', 'Pokemon']","['Download', 'genesect', 'Paleozoic']"
Chespin,£185.00,Such a thick shell of wood covers its head and back that even a direct hit from a truck wouldn’t faze it.,267 in stock,"['Pokemon', 'Spiny Nut']","['chespin', 'Overgrow', 'Spiny Nut']"
Quilladin,£161.00,They strengthen their lower bodies by running into one another. They are very kind and won’t start fights.,61 in stock,"['Pokemon', 'Spiny Armor']","['Overgrow', 'quilladin', 'Spiny Armor']"
Chesnaught,£96.00,"When it takes a defensive posture with its fists guarding its face, it could withstand a bomb blast.",145 in stock,"['Pokemon', 'Spiny Armor']","['chesnaught', 'Overgrow', 'Spiny Armor']"
Fennekin,£123.00,"As it walks, it munches on a twig in place of a snack. It intimidates opponents by puffing hot air out of its ears.",183 in stock,"['Fox', 'Pokemon']","['Blaze', 'fennekin', 'Fox']"
Braixen,£59.00,"When the twig is plucked from its tail, friction sets the twig alight. The flame is used to send signals to its allies.",71 in stock,"['Fox', 'Pokemon']","['Blaze', 'braixen', 'Fox']"
Delphox,£170.00,"Using psychic power, it generates a fiery vortex of 5,400 degrees Fahrenheit, incinerating foes swept into this whirl of flame.",146 in stock,"['Fox', 'Pokemon']","['Blaze', 'delphox', 'Fox']"
Froakie,£38.00,"It protects its skin by covering its body in delicate bubbles. Beneath its happy-go-lucky air, it keeps a watchful eye on its surroundings.",143 in stock,"['Bubble Frog', 'Pokemon']","['Bubble Frog', 'froakie', 'Torrent']"
Frogadier,£125.00,"Its swiftness is unparalleled. It can scale a tower of more than 2,000 feet in a minute’s time.",58 in stock,"['Bubble Frog', 'Pokemon']","['Bubble Frog', 'frogadier', 'Torrent']"
Greninja,£42.00,"It appears and vanishes with a ninja’s grace. It toys with its enemies using swift movements, while slicing them with throwing stars of sharpest water.",213 in stock,"['Ninja', 'Pokemon']","['greninja', 'Ninja', 'Torrent']"
Bunnelby,£66.00,It has ears like shovels. Digging holes strengthens its ears so much that they can sever thick roots effortlessly.,194 in stock,"['Digging', 'Pokemon']","['bunnelby', 'Digging', 'Pickup']"
Fletchling,£43.00,"Despite the beauty of its lilting voice, it’s merciless to intruders that enter its territory.",127 in stock,"['Pokemon', 'Tiny Robin']","['Big Pecks', 'fletchling', 'Tiny Robin']"
Fletchinder,£147.00,"The hotter the flame sac on its belly, the faster it can fly, but it takes some time to get the fire going.",36 in stock,"['Ember', 'Pokemon']","['Ember', 'Flame Body', 'fletchinder']"
Talonflame,£84.00,"When attacking prey, it can reach speeds of up to 310 mph. It finishes its prey off with a colossal kick.",205 in stock,"['Pokemon', 'Scorching']","['Flame Body', 'Scorching', 'talonflame']"
Scatterbug,£40.00,"The powder that covers its body regulates its temperature, so it can live in any region or climate.",50 in stock,"['Pokemon', 'Scatterdust']","['scatterbug', 'Scatterdust', 'Shield Dust']"
Spewpa,£155.00,"The beaks of bird Pokémon can’t begin to scratch its stalwart body. To defend itself, it spews powder.",168 in stock,"['Pokemon', 'Scatterdust']","['Scatterdust', 'Shed Skin', 'spewpa']"
Vivillon,£177.00,The patterns on this Pokémon’s wings depend on the climate and topography of its habitat. It scatters colorful scales.,208 in stock,"['Pokemon', 'Scale']","['Scale', 'Shield Dust', 'vivillon']"
Litleo,£34.00,They set off on their own from their pride and live by themselves to become stronger. These hot-blooded Pokémon are quick to fight.,288 in stock,"['Lion Cub', 'Pokemon']","['Lion Cub', 'litleo', 'Rivalry']"
Pyroar,£127.00,"With fiery breath of more than 10,000 degrees Fahrenheit, they viciously threaten any challenger. The females protect the pride’s cubs.",38 in stock,"['Pokemon', 'Royal']","['pyroar', 'Rivalry', 'Royal']"
Flabebe,£79.00,"When it finds a flower it likes, it dwells on that flower its whole life long. It floats in the wind’s embrace with an untroubled heart.",24 in stock,"['Pokemon', 'Single Bloom']","['flabebe', 'Flower Veil', 'Single Bloom']"
Floette,£149.00,"When the flowers of a well-tended flower bed bloom, it appears and celebrates with an elegant dance.",270 in stock,"['Pokemon', 'Single Bloom']","['floette', 'Flower Veil', 'Single Bloom']"
Florges,£93.00,"In times long past, governors of castles would invite Florges to create flower gardens to embellish the castle domains.",25 in stock,"['Garden', 'Pokemon']","['florges', 'Flower Veil', 'Garden']"
Skiddo,£129.00,"If it has sunshine and water, it doesn’t need to eat, because it can generate energy from the leaves on its back.",271 in stock,"['Mount', 'Pokemon']","['Mount', 'Sap Sipper', 'skiddo']"
Gogoat,£97.00,They inhabit mountainous regions. The leader of the herd is decided by a battle of clashing horns.,104 in stock,"['Mount', 'Pokemon']","['gogoat', 'Mount', 'Sap Sipper']"
Pangoro,£76.00,"It charges ahead and bashes its opponents like a berserker, uncaring about any hits it might take. Its arms are mighty enough to snap a telephone pole.",271 in stock,"['Daunting', 'Pokemon']","['Daunting', 'Iron Fist', 'pangoro']"
Furfrou,£165.00,"Historically, in the Kalos region, these Pokémon were the designated guardians of the king.",180 in stock,"['Pokemon', 'Poodle']","['Fur Coat', 'furfrou', 'Poodle']"
Espurr,£149.00,"It has enough psychic energy to blast everything within 300 feet of itself, but it has no control over its power.",169 in stock,"['Pokemon', 'Restraint']","['espurr', 'Keen Eye', 'Restraint']"
Honedge,£101.00,"If anyone dares to grab its hilt, it wraps a blue cloth around that person’s arm and drains that person’s life energy completely.",101 in stock,"['Pokemon', 'Sword']","['honedge', 'No Guard', 'Sword']"
Doublade,£164.00,"The complex attack patterns of its two swords are unstoppable, even for an opponent greatly accomplished at swordplay.",144 in stock,"['Pokemon', 'Sword']","['doublade', 'No Guard', 'Sword']"
Spritzee,£58.00,"In the past, rather than using perfume, royal ladies carried a Spritzee that would waft a fragrance they liked.",241 in stock,"['Perfume', 'Pokemon']","['Healer', 'Perfume', 'spritzee']"
Aromatisse,£194.00,"Its scent is so overpowering that, unless a Trainer happens to really enjoy the smell, he or she will have a hard time walking alongside it.",198 in stock,"['Fragrance', 'Pokemon']","['aromatisse', 'Fragrance', 'Healer']"
Swirlix,£90.00,"Because it eats nothing but sweets, its fur is as sticky sweet as cotton candy.",129 in stock,"['Cotton Candy', 'Pokemon']","['Cotton Candy', 'Sweet Veil', 'swirlix']"
Slurpuff,£66.00,"Its sense of smell is 100 million times better than a human’s, so even the faintest scent tells it about everything in the area. It’s like it can see with its nose!",262 in stock,"['Meringue', 'Pokemon']","['Meringue', 'slurpuff', 'Sweet Veil']"
Inkay,£38.00,"It flashes the light-emitting spots on its body, which drains its opponent’s will to fight. It takes the opportunity to scuttle away and hide.",167 in stock,"['Pokemon', 'Revolving']","['inkay', 'Revolving', 'Suction Cups']"
Malamar,£58.00,"It lures its prey close with hypnotic motions, then wraps its tentacles around it before finishing it off with digestive fluids.",294 in stock,"['Overturning', 'Pokemon']","['malamar', 'Overturning', 'Suction Cups']"
Binacle,£102.00,"They stretch and then contract, yanking their rocks along with them in bold hops. They eat seaweed that washes up on the shoreline.",143 in stock,"['Pokemon', 'Two-Handed']","['binacle', 'Sniper', 'Two-Handed']"
Barbaracle,£165.00,"Barbaracle’s legs and hands have minds of their own, and they will move independently. But they usually follow the head’s orders.",123 in stock,"['Collective', 'Pokemon']","['barbaracle', 'Collective', 'Sniper']"
Skrelp,£63.00,It looks just like rotten kelp. It hides from foes while storing up power for its evolution.,184 in stock,"['Mock Kelp', 'Pokemon']","['Mock Kelp', 'Poison Point', 'skrelp']"
Dragalge,£151.00,"Tales are told of ships that wander into seas where Dragalge live, never to return.",254 in stock,"['Mock Kelp', 'Pokemon']","['dragalge', 'Mock Kelp', 'Poison Point']"
Clauncher,£29.00,"Through controlled explosions of internal gas, it can expel water like a pistol shot. At close distances, it can shatter rock.",152 in stock,"['Pokemon', 'Water Gun']","['clauncher', 'Mega Launcher', 'Water Gun']"
Clawitzer,£69.00,"By expelling water from the nozzle in the back of its claw, it can move at a speed of 60 knots.",65 in stock,"['Howitzer', 'Pokemon']","['clawitzer', 'Howitzer', 'Mega Launcher']"
Helioptile,£62.00,The frills on either side of its head have cells that generate electricity when exposed to sunlight.,126 in stock,"['Generator', 'Pokemon']","['Generator', 'helioptile', 'Sand Veil']"
Heliolisk,£83.00,"It stimulates its muscles with electricity, boosting the strength in its legs and enabling it to run 100 yards in five seconds.",43 in stock,"['Generator', 'Pokemon']","['Generator', 'heliolisk', 'Sand Veil']"
Tyrunt,£62.00,Its immense jaws have enough destructive force that it can chew up an automobile. It lived 100 million years ago.,148 in stock,"['Pokemon', 'Royal Heir']","['Royal Heir', 'Strong Jaw', 'tyrunt']"
Tyrantrum,£26.00,"Nothing could stop this Pokémon 100 million years ago, so it behaved like a king.",58 in stock,"['Despot', 'Pokemon']","['Despot', 'Strong Jaw', 'tyrantrum']"
Amaura,£155.00,This calm Pokémon lived in a cold land where there were no violent predators like Tyrantrum.,187 in stock,"['Pokemon', 'Tundra']","['amaura', 'Refrigerate', 'Tundra']"
Aurorus,£189.00,"Using its diamond-shaped crystals, it can instantly create a wall of ice to block an opponent’s attack.",243 in stock,"['Pokemon', 'Tundra']","['aurorus', 'Refrigerate', 'Tundra']"
Sylveon,£48.00,It wraps its ribbonlike feelers around the arm of its beloved Trainer and walks with him or her.,20 in stock,"['Intertwining', 'Pokemon']","['Cute Charm', 'Intertwining', 'sylveon']"
Hawlucha,£44.00,"With its wings, it controls its position in the air. It likes to attack from above, a maneuver that is difficult to defend against.",30 in stock,"['Pokemon', 'Wrestling']","['hawlucha', 'Limber', 'Wrestling']"
Dedenne,£118.00,"It uses its tail to absorb electricity from power plants or from outlets in houses, and then it fires the electricity from its whiskers.",71 in stock,"['Antenna', 'Pokemon']","['Antenna', 'dedenne', 'Pickup']"
Carbink,£171.00,It has slept underground for hundreds of millions of years since its birth. It’s occasionally found during the excavation of caves.,290 in stock,"['Jewel', 'Pokemon']","['carbink', 'Clear Body', 'Jewel']"
Goomy,£110.00,It’s covered in a slimy membrane that makes any punches or kicks slide off it harmlessly.,122 in stock,"['Pokemon', 'Soft Tissue']","['goomy', 'Hydration', 'Soft Tissue']"
Sliggoo,£109.00,"Its four horns are a high-performance radar system. It uses them to sense sounds and smells, rather than using ears or a nose.",232 in stock,"['Pokemon', 'Soft Tissue']","['Hydration', 'sliggoo', 'Soft Tissue']"
Goodra,£192.00,It attacks with retractable horns. It throws a punch that’s the equivalent of the force of a hundred pro boxers.,185 in stock,"['Dragon', 'Pokemon']","['Dragon', 'goodra', 'Hydration']"
Klefki,£179.00,"It never lets go of a key that it likes, so people give it the keys to vaults and safes as a way to prevent crime.",30 in stock,"['Key Ring', 'Pokemon']","['Key Ring', 'klefki', 'Prankster']"
Trevenant,£53.00,"Using its roots as a nervous system, it controls the trees in the forest. It’s kind to the Pokémon that reside in its body.",167 in stock,"['Elder Tree', 'Pokemon']","['Elder Tree', 'Natural Cure', 'trevenant']"
Bergmite,£119.00,"Using air of -150 degrees Fahrenheit, they freeze opponents solid. They live in herds above the snow line on mountains.",248 in stock,"['Ice Chunk', 'Pokemon']","['bergmite', 'Ice Chunk', 'Own Tempo']"
Avalugg,£71.00,The way several Bergmite huddle on its back makes it look like an aircraft carrier made of ice.,156 in stock,"['Iceberg', 'Pokemon']","['avalugg', 'Iceberg', 'Own Tempo']"
Noibat,£126.00,"Even a robust wrestler will become dizzy and unable to stand when exposed to its 200,000-hertz ultrasonic waves.",136 in stock,"['Pokemon', 'Sound Wave']","['Frisk', 'noibat', 'Sound Wave']"
Noivern,£75.00,The ultrasonic waves it emits from its ears can reduce a large boulder to pebbles. It swoops out of the dark to attack.,159 in stock,"['Pokemon', 'Sound Wave']","['Frisk', 'noivern', 'Sound Wave']"
Xerneas,£30.00,"When the horns on its head shine in seven colors, it is said to be sharing everlasting life.",171 in stock,"['Life', 'Pokemon']","['Fairy Aura', 'Life', 'xerneas']"
Yveltal,£59.00,"When its life comes to an end, it absorbs the life energy of every living thing and turns into a cocoon once more.",215 in stock,"['Destruction', 'Pokemon']","['Dark Aura', 'Destruction', 'yveltal']"
Zygarde,£83.00,It’s thought to be monitoring the ecosystem. There are rumors that even greater power lies hidden within it.,80 in stock,"['Order', 'Pokemon']","['Aura Break', 'Order', 'zygarde']"
Diancie,£27.00,It can instantly create many diamonds by compressing the carbon in the air between its hands.,231 in stock,"['Jewel', 'Pokemon']","['Clear Body', 'diancie', 'Jewel']"
Hoopa,£189.00,"It is said to be able to seize anything it desires with its six rings and six huge arms. With its power sealed, it is transformed into a much smaller form.",45 in stock,"['Mischief', 'Pokemon']","['hoopa', 'Magician', 'Mischief']"
Volcanion,£45.00,It expels its internal steam from the arms on its back. It has enough power to blow away a mountain.,238 in stock,"['Pokemon', 'Steam']","['Steam', 'volcanion', 'Water Absorb']"
Dartrix,£169.00,It throws sharp feathers called blade quills at enemies or prey. It seldom misses.,169 in stock,"['Blade Quill', 'Pokemon']","['Blade Quill', 'dartrix', 'Overgrow']"
Decidueye,£106.00,"Although basically cool and cautious, when it’s caught by surprise, it’s seized by panic.",268 in stock,"['Arrow Quill', 'Pokemon']","['Arrow Quill', 'decidueye', 'Overgrow']"
Litten,£132.00,It doesn’t allow its emotions to be easily seen. Earning its trust takes time. It prefers solitude.,150 in stock,"['Fire Cat', 'Pokemon']","['Blaze', 'Fire Cat', 'litten']"
Torracat,£184.00,"It boasts powerful front legs. With a single punch, it can bend an iron bar right over.",186 in stock,"['Fire Cat', 'Pokemon']","['Blaze', 'Fire Cat', 'torracat']"
Incineroar,£36.00,"After hurling ferocious punches and flinging furious kicks, it finishes opponents off by spewing fire from around its navel.",201 in stock,"['Heel', 'Pokemon']","['Blaze', 'Heel', 'incineroar']"
Popplio,£158.00,This Pokémon can control water bubbles. It practices diligently so it can learn to make big bubbles.,83 in stock,"['Pokemon', 'Sea Lion']","['popplio', 'Sea Lion', 'Torrent']"
Brionne,£172.00,"It cares deeply for its companions. When its Trainer is feeling down, it performs a cheery dance to try and help.",174 in stock,"['Pokemon', 'Pop Star']","['brionne', 'Pop Star', 'Torrent']"
Primarina,£143.00,Its singing voice is its chief weapon in battle. This Pokémon’s Trainer must prioritize the daily maintenance of its throat at all costs.,36 in stock,"['Pokemon', 'Soloist']","['primarina', 'Soloist', 'Torrent']"
